Nom_commune;Code_postal
PEYRISSAC;19260
LA ROCHE CANILLAC;19320
SADROC;19270
SAILLAC;19500
ST CERNIN DE LARCHE;19600
ST CIRGUES LA LOUTRE;19220
ST JULIEN LE PELERIN;19430
ST JULIEN PRES BORT;19110
STE MARIE LAPANOUZE;19160
ST MERD LES OUSSINES;19170
ST PARDOUX LE NEUF;19200
ST SALVADOUR;19700
ST SORNIN LAVOLPS;19230
SALON LA TOUR;19510
SEGUR LE CHATEAU;19230
SEILHAC;19700
SEXCLES;19430
SIONIAC;19120
SOUDAINE LAVINADIERE;19370
SOURSAC;19550
TARNAC;19170
TREIGNAC;19260
YSSANDON;19310
AHUY;21121
AISY SOUS THIL;21390
AMPILLY LES BORDES;21450
ANCEY;21410
ARGILLY;21700
ASNIERES LES DIJON;21380
AUXANT;21360
AUXEY DURESSES;21190
AUXONNE;21130
AVOSNES;21350
BARD LES EPOISSES;21460
BEIRE LE FORT;21110
BELLENOD SUR SEINE;21510
BESSEY LA COUR;21360
BEURIZOT;21350
BLAGNY SUR VINGEANNE;21310
BLANCEY;21320
BOUIX;21330
BRAZEY EN MORVAN;21430
BRETENIERE;21110
BRIANNY;21390
BRION SUR OURCE;21570
BUSSY LA PESLE;21540
CENSEREY;21430
CHAIGNAY;21120
CHAMBAIN;21290
CHAMESSON;21400
CHAMP D OISEAU;21500
CHAMPEAU EN MORVAN;21210
CHARIGNY;21140
CHARREY SUR SEINE;21400
CHASSAGNE MONTRACHET;21190
CHAUDENAY LA VILLE;21360
CHAUGEY;21290
LA CHAUME;21520
CHAUME LES BAIGNEUX;21450
CHEVANNES;21220
CLENAY;21490
CORCELLES LES CITEAUX;21910
COURCELLES FREMOY;21460
CRECEY SUR TILLE;21120
CRIMOLOIS;21800
CULETRE;21230
CUSSEY LES FORGES;21580
CUSSY LE CHATEL;21230
DAIX;21121
DAMPIERRE EN MONTAGNE;21350
DAROIS;21121
ECHENON;21170
ECHIGEY;21110
ESBARRES;21170
FIXIN;21220
FLAMMERANS;21130
FONTAINE FRANCAISE;21610
FRANXAULT;21170
FUSSEY;21700
GERLAND;21700
GILLY LES CITEAUX;21640
GRANCEY LE CHATEAU NEUVELLE;21580
GRANCEY SUR OURCE;21570
JOUEY;21230
VAL MONT;21340
JUILLENAY;21210
LABERGEMENT LES SEURRE;21820
LACANCHE;21230
LAMARGELLE;21440
LANTILLY;21140
LEUGLAY;21290
ST ANDRE DE BOEGE;74420
ST FERREOL;74210
ST JULIEN EN GENEVOIS;74160
FIRBEIX;24450
FLEURAC;24580
FLORIMONT GAUMIER;24250
LA GONTERIE BOULOUNEIX;24310
JAURE;24140
JUMILHAC LE GRAND;24630
LACROPTE;24380
LA FORCE;24130
LAMOTHE MONTRAVEL;24230
LARZAC;24170
LES LECHES;24400
LEGUILLAC DE CERCLES;24340
MARSALES;24540
MAUZAC ET GRAND CASTANG;24150
MILHAC D AUBEROCHE;24330
MILHAC DE NONTRON;24470
MONBAZILLAC;24240
MONPAZIER;24540
MONSEC;24340
PERIGUEUX;24000
PEYRILLAC ET MILLAC;24370
PEZULS;24510
PLAZAC;24580
PONTOURS;24150
RAZAC D EYMET;24500
LA ROCHE CHALAIS;24490
ROUFFIGNAC ST CERNIN DE REILHAC;24580
ROUFFIGNAC DE SIGOULES;24240
ST ANTOINE D AUBEROCHE;24330
ST AUBIN DE CADELECH;24500
ST AUBIN DE LANQUAIS;24560
ST AVIT RIVIERE;24540
ST CAPRAISE DE LALINDE;24150
ST CERNIN DE L HERM;24550
ST CREPIN ET CARLUCET;24590
STE EULALIE D EYMET;24500
ST FELIX DE REILLAC ET MORTEMART;24260
ST FRONT D ALEMPS;24460
ST FRONT LA RIVIERE;24300
ST FRONT SUR NIZONNE;24300
ST GERY;24400
STE INNOCENCE;24500
ST LAURENT LA VALLEE;24170
ST LEON SUR L ISLE;24110
ST LEON SUR VEZERE;24290
ST MARTIAL D ALBAREDE;24160
ST MARTIN DE FRESSENGEAS;24800
ST MARTIN DE RIBERAC;24600
ST MEARD DE DRONE;24600
ST MEARD DE GURCON;24610
ST MEDARD D EXCIDEUIL;24160
STE ORSE;24210
ST PANTALY D ANS;24640
ST PARDOUX ET VIELVIC;24170
ST POMPONT;24170
ST ROMAIN DE MONPAZIER;24540
SALAGNAC;24160
SINGLEYRAC;24500
SOUDAT;24360
SOULAURES;24540
LA TOUR BLANCHE;24320
TURSAC;24620
VALEUIL;24310
VENDOIRE;24320
VERGT;24380
VILLEFRANCHE DU PERIGORD;24550
VILLETOUREIX;24600
VITRAC;24200
ABBANS DESSOUS;25320
ADAM LES VERCEL;25530
AUDINCOURT;25400
LES AUXONS;25870
AVANNE AVENEY;25720
BADEVEL;25490
LE BARBOUX;25210
BETHONCOURT;25200
BOUCLANS;25360
BOUSSIERES;25320
BOUVERANS;25560
BRANNE;25340
BUFFARD;25440
CHAMESOL;25190
CHAMPLIVE;25360
SAULXEROTTE;54115
SAXON SION;54330
SERROUVILLE;54560
SEXEY LES BOIS;54840
SIVRY;54610
TOMBLAINE;54510
TONNOY;54210
URUFFE;54112
VALHEY;54370
VANDELAINVILLE;54890
VANDOEUVRE LES NANCY;54500
VATHIMENIL;54122
VILLE HOUDLEMONT;54730
VIRECOURT;54290
VOINEMONT;54134
WAVILLE;54890
XAMMES;54470
XEUILLEY;54990
AINCREVILLE;55110
AMEL SUR L ETANG;55230
AUTREVILLE ST LAMBERT;55700
BANNONCOURT;55300
BEAUFORT EN ARGONNE;55700
BELRAIN;55260
BETHELAINVILLE;55100
BLANZEE;55400
BOVIOLLES;55500
BREHEVILLE;55150
BRIEULLES SUR MEUSE;55110
BROCOURT EN ARGONNE;55120
BROUSSEY EN BLOIS;55190
CHATILLON SOUS LES COTES;55400
CHATTANCOURT;55100
CLERY LE GRAND;55110
COUSANCES LES FORGES;55170
CUISY;55270
CUMIERES LE MORT HOMME;55100
DAGONVILLE;55500
DAINVILLE BERTHELEVILLE;55130
DAMMARIE SUR SAULX;55500
DOMBASLE EN ARGONNE;55120
DOMREMY LA CANNE;55240
DONCOURT AUX TEMPLIERS;55160
ECOUVIEZ;55600
ECUREY EN VERDUNOIS;55150
GENICOURT SUR MEUSE;55320
GESNES EN ARGONNE;55110
GONDRECOURT LE CHATEAU;55130
GOUSSAINCOURT;55140
HARVILLE;55160
HEUDICOURT SOUS LES COTES;55210
HOUDELAINCOURT;55130
JONVILLE EN WOEVRE;55160
JULVECOURT;55120
KOEUR LA PETITE;55300
LACHALADE;55120
LAHAYMEIX;55260
LAMOUILLY;55700
LANEUVILLE SUR MEUSE;55700
LAVALLEE;55260
LIGNY EN BARROIS;55500
LISSEY;55150
LONGCHAMPS SUR AIRE;55260
LOUPMONT;55300
MANHEULLES;55160
MARVILLE;55600
MAUCOURT SUR ORNE;55400
MERLES SUR LOISON;55150
MONTIERS SUR SAULX;55290
MONTMEDY;55600
MORANVILLE;55400
NANCOIS LE GRAND;55500
NANT LE GRAND;55500
NEPVANT;55700
NEUVILLE EN VERDUNOIS;55260
NEUVILLE SUR ORNAIN;55800
NOUILLONPONT;55230
ORNES;55150
PINTHEVILLE;55160
RAMBLUZIN ET BENOITE VAUX;55220
RARECOURT;55120
REGNEVILLE SUR MEUSE;55110
RESSON;55000
MAGNE;79460
MAISONNAY;79500
MAISONTIERS;79600
MAUZE SUR LE MIGNON;79210
MAUZE THOUARSAIS;79100
GOUY LES GROSEILLERS;60120
HANVOILE;60650
HAUDIVILLERS;60510
HAUTE EPINE;60690
HEILLES;60250
HERMES;60370
HONDAINVILLE;60250
LAGNY;60310
LAIGNEVILLE;60290
LAMECOURT;60600
LAMORLAYE;60260
LATTAINVILLE;60240
LAVERRIERE;60210
LAVILLETERTRE;60240
LOCONVILLE;60240
LONGUEIL ANNEL;60150
MAISONCELLE ST PIERRE;60112
MAREUIL SUR OURCQ;60890
MARQUEGLISE;60490
MAUCOURT;60640
LE MESNIL EN THELLE;60530
LE MEUX;60880
MOLIENS;60220
MONDESCOURT;60400
MONT L EVEQUE;60300
MONTREUIL SUR BRECHE;60480
MOULIN SOUS TOUVENT;60350
MOYENNEVILLE;60190
LA NEUVILLE SUR OUDEUIL;60690
LA NEUVILLE SUR RESSONS;60490
NOROY;60130
NOYON;60400
ORRY LA VILLE;60560
OURSEL MAISON;60480
PIMPREZ;60170
PLAINVAL;60130
LE PLESSIER SUR ST JUST;60130
PONT STE MAXENCE;60700
PORCHEUX;60390
RESSONS L ABBAYE;60790
ROBERVAL;60410
ST AUBIN SOUS ERQUERY;60600
ST CREPIN IBOUVILLERS;60790
ST ETIENNE ROILAYE;60350
ST LEGER EN BRAY;60155
ST LEU D ESSERENT;60340
ST VAAST LES MELLO;60660
LE SAULCHOY;60360
SAVIGNIES;60650
SENANTES;60650
SERY MAGNEVAL;60800
SILLY LE LONG;60330
THURY SOUS CLERMONT;60250
TRACY LE MONT;60170
TRUMILLY;60800
ULLY ST GEORGES;60730
VANDELICOURT;60490
LE VAUMAIN;60590
VERNEUIL EN HALATTE;60550
VILLE;60400
VILLEMBRAY;60650
VILLERS ST PAUL;60870
VILLERS SUR COUDUN;60150
VILLERS VERMONT;60380
WAMBEZ;60380
WELLES PERENNES;60420
ATHIS VAL DE ROUVRE;61100
AUNOU LE FAUCON;61200
BELLAVILLIERS;61360
BOISSEI LA LANDE;61570
COUR MAUGIS SUR HUISNE;61110
BONNEFOI;61270
BRETHEL;61270
BRIOUZE;61220
BRULLEMAIL;61390
CALIGNY;61100
CANAPVILLE;61120
CETON;61260
CHAHAINS;61320
LE CHAMP DE LA PIERRE;61320
LES CHAMPEAUX;61120
CHANDAI;61300
SAVIGNY EN REVERMONT;71580
SENNECEY LE GRAND;71240
SERMESSE;71350
SERRIGNY EN BRESSE;71310
SIMARD;71330
SIVIGNON;71220
SUIN;71220
TAIZE;71250
THUREY;71440
TOURNUS;71700
UCHIZY;71700
UCHON;71190
VARENNE L ARCONCE;71110
VARENNES LE GRAND;71240
VAUDEBARRIER;71120
VENDENESSE LES CHAROLLES;71120
VERZE;71960
LE VILLARS;71700
ARDENAY SUR MERIZE;72370
ASNIERES SUR VEGRE;72430
AVEZE;72400
BERNAY EN CHAMPAGNE;72240
BOESSE LE SEC;72400
BOURG LE ROI;72610
CHAMPFLEUR;72610
LA CHAPELLE AUX CHOUX;72800
LA CHAPELLE DU BOIS;72400
LA CHAPELLE ST REMY;72160
CHENU;72500
CHERRE;72400
CHERREAU;72400
LE CHEVAIN;72610
CONLIE;72240
COURCEMONT;72110
CRANNES EN CHAMPAGNE;72540
DISSE SOUS LE LUDE;72800
DOLLON;72390
DOMFRONT EN CHAMPAGNE;72240
DOUILLET;72130
EPINEU LE CHEVREUIL;72540
GESNES LE GANDELIN;72130
LE GREZ;72140
GUECELARD;72230
LA GUIERCHE;72380
LAVARE;72390
LOUAILLES;72300
LUCEAU;72500
MARCON;72340
MAROLLES LES BRAULTS;72260
MEURCE;72170
MEZIERES SUR PONTHOUIN;72290
NEUFCHATEL EN SAOSNOIS;72600
NOGENT LE BERNARD;72110
OISSEAU LE PETIT;72610
PREVAL;72400
ROUPERROUX LE COQUET;72110
ST AUBIN DES COUDRAIS;72400
ST BIEZ EN BELIN;72220
ST CALEZ EN SAOSNOIS;72600
ST CORNEILLE;72460
ST COSME EN VAIRAIS;72110
ST DENIS DES COUDRAIS;72110
ST GEORGES LE GAULTIER;72130
ST GERMAIN SUR SARTHE;72130
ST JEAN D ASSE;72380
ST LONGIS;72600
ST MAIXENT;72320
ST MARS LA BRIERE;72470
SAVIGNE SOUS LE LUDE;72800
SOUGE LE GANELON;72130
SOUVIGNE SUR SARTHE;72300
TASSILLE;72540
TELOCHE;72220
THOREE LES PINS;72800
TRANGE;72650
TRESSON;72440
VEZOT;72600
VIVOIN;72170
AIGUEBELETTE LE LAC;73610
AIGUEBLANCHE;73260
ARITH;73340
LA BALME;73170
BONVILLARET;73220
BOURGNEUF;73390
LA BRIDOIRE;73520
LOUESME;21520
LUCENAY LE DUC;21150
MAGNY LAMBERT;21450
MAGNY LA VILLE;21140
MAGNY LES AUBIGNY;21170
MAGNY ST MEDARD;21310
MAGNY SUR TILLE;21110
LES MAILLYS;21130
MANLAY;21430
MARANDEUIL;21270
MARCENAY;21330
MARIGNY LE CAHOUET;21150
MARIGNY LES REULLEE;21200
MARTROIS;21320
MASSINGY;21400
MASSINGY LES VITTEAUX;21350
MEILLY SUR ROUVRES;21320
MEUILLEY;21700
MONTAGNY LES SEURRE;21250
MONTBERTHAULT;21460
MONTHELIE;21190
MONTIGNY ST BARTHELEMY;21390
MONTMAIN;21250
MONTMOYEN;21290
MOREY ST DENIS;21220
MOUTIERS ST JEAN;21500
MUSSY LA FOSSE;21150
NORMIER;21390
PAGNY LE CHATEAU;21250
PAINBLANC;21360
PICHANGES;21120
PLOMBIERES LES DIJON;21370
POISEUL LES SAULX;21120
POUILLY SUR VINGEANNE;21610
PRENOIS;21370
QUETIGNY;21800
QUINCEROT;21500
SAFFRES;21350
ST ANDEUX;21530
ST GERMAIN DE MODEON;21530
ST MAURICE SUR VINGEANNE;21610
ST NICOLAS LES CITEAUX;21700
ST SEINE EN BACHE;21130
ST USAGE;21170
SANTOSSE;21340
SAULON LA RUE;21910
SAVOISY;21500
SELONGEY;21260
SEMOND;21450
SOMBERNON;21540
SOUHEY;21140
TARSUL;21120
THOISY LA BERCHERE;21210
THOISY LE DESERT;21320
THOMIREY;21360
THOREY SOUS CHARNY;21350
THOSTE;21460
TICHEY;21250
TIL CHATEL;21120
TOUILLON;21500
TRUGNY;21250
URCY;21220
VARANGES;21110
VAUX SAULES;21440
VERTAULT;21330
VESVRES;21350
VEUVEY SUR OUCHE;21360
VIEUX CHATEAU;21460
VILLEBERNY;21350
VILLEFERRY;21350
VILLERS LA FAYE;21700
VILLIERS LE DUC;21400
VILLY EN AUXOIS;21350
VIX;21400
VOLNAY;21190
ALLINEUC;22460
BOBITAL;22100
BREHAND;22510
CANIHUEL;22480
CAULNES;22350
COATREVEN;22450
COETMIEUX;22400
OUTARVILLE;45480
PAUCOURT;45200
PERS EN GATINAIS;45210
ST BRISSON SUR LOIRE;45500
ST DENIS DE L HOTEL;45550
ST GONDON;45500
ST LOUP DE GONOIS;45210
ST PERAVY LA COLOMBE;45310
ST PRYVE ST MESMIN;45750
ST SIGISMOND;45310
CHARBONNIERES LES SAPINS;25620
CHAUDEFONTAINE;25640
CHAUX LES PASSAVANT;25530
CHAZOT;25430
CHEMAUDIN;25320
CHENECEY BUILLON;25440
CHEVIGNEY SUR L OGNON;25170
CHEVIGNEY LES VERCEL;25530
COLOMBIER FONTAINE;25260
CONSOLATION MAISONNETTES;25390
COURTETAIN ET SALANS;25530
COURVIERES;25560
CROSEY LE PETIT;25340
CUSSEY SUR LISON;25440
DANNEMARIE;25310
DOMPIERRE LES TILLEULS;25560
ECOLE VALENTIN;25480
L ECOUVOTTE;25640
EPENOUSE;25530
ETOUVANS;25260
EXINCOURT;25400
EYSSON;25530
FALLERANS;25580
FERTANS;25330
FESCHES LE CHATEL;25490
FESSEVILLERS;25470
FLAGEY RIGNEY;25640
FONTAIN;25660
LES FONTENELLES;25210
FOURBANNE;25110
FOURNET BLANCHEROCHE;25140
FRASNE;25560
GLAMONDANS;25360
GLAY;25310
GONDENANS LES MOULINS;25680
GOUHELANS;25680
GOUMOIS;25470
GOUX SOUS LANDET;25440
GRANDFONTAINE SUR CREUSE;25510
GRANGES NARBOZ;25300
L HOPITAL ST LIEFFROY;25340
HYEMONDANS;25250
HYEVRE MAGNY;25110
INDEVILLERS;25470
LIEBVILLERS;25190
LONGEMAISON;25690
MANCENANS LIZERNE;25120
MARVELISE;25250
MAZEROLLES LE SALIN;25170
METABIEF;25370
MONDON;25680
MONTANDON;25190
MONTFORT;25440
MONTGESOYE;25111
MORRE;25660
MOUTHE;25240
NOIREFONTAINE;25190
OLLANS;25640
ONANS;25250
ORSANS;25530
PALANTINE;25440
LES PONTETS;25240
RANCENAY;25320
RIGNOSOT;25640
ROCHES LES BLAMONT;25310
RONDEFONTAINE;25240
RUFFEY LE CHATEAU;25170
ST JUAN;25360
ST VIT;25410
SEPTFONTAINES;25270
SERVIN;25430
SOCHAUX;25600
SOMBACOUR;25520
SOYE;25250
THUREY LE MONT;25870
LA TOUR DE SCAY;25640
VAL DE ROULANS;25640
VAUCLUSE;25380
VAUX LES PRES;25770
VERCEL VILLEDIEU LE CAMP;25530
VERNIERFONTAINE;25580
LE VERNOY;25750
VERRIERES DE JOUX;25300
RIAVILLE;55160
RUMONT;55000
RUPT EN WOEVRE;55320
ST JEAN LES BUZY;55400
SAMPIGNY;55300
SOMMEILLES;55800
SOMMELONNE;55170
SORCY ST MARTIN;55190
SOUILLY;55220
STENAY;55700
THILLOMBOIS;55260
THONNE LES PRES;55600
THONNELLE;55600
TREMONT SUR SAULX;55000
VADONVILLE;55200
VARENNES EN ARGONNE;55270
VARNEVILLE;55300
VAUBECOURT;55250
VERY;55270
VILLE DEVANT CHAUMONT;55150
VILLE EN WOEVRE;55160
VILLERS AUX VENTS;55800
VILLERS LES MANGIENNES;55150
VILLERS SUR MEUSE;55220
VILLE SUR COUSANCES;55120
VILLOTTE SUR AIRE;55260
VOUTHON HAUT;55130
WOIMBEY;55300
AUGAN;56800
BANGOR;56360
BEGANNE;56350
BERRIC;56230
BIGNAN;56500
BUBRY;56310
CAMORS;56330
CAUDAN;56850
COURNON;56200
CREDIN;56580
GOURIN;56110
GROIX;56590
GUERN;56310
LE GUERNO;56190
LE HEZO;56450
HOEDIC;56170
KERGRIST;56300
LANOUEE;56120
LANVENEGEN;56320
LOCMARIAQUER;56740
MALGUENAC;56300
MELRAND;56310
MERLEVENEZ;56700
MOHON;56490
MONTENEUF;56380
MONTERTELOT;56800
NEULLIAC;56300
NOSTANG;56690
PERSQUEN;56160
PLEUGRIFFET;56120
PLOEMEL;56400
PLOUHINEC;56680
PLUHERLIN;56220
PLUNERET;56400
ROCHEFORT EN TERRE;56220
ST ABRAHAM;56140
ST AVE;56890
ST BRIEUC DE MAURON;56430
ST JACUT LES PINS;56220
ST TUGDUAL;56540
ST VINCENT SUR OUST;56350
SURZUR;56450
LE TOUR DU PARC;56370
LA TRINITE PORHOET;56490
ADAINCOURT;57580
ALTRIPPE;57660
ALZING;57320
APACH;57480
ARRAINCOURT;57380
ATTILLONCOURT;57170
BARCHAIN;57830
MARSEILLAN;34340
MONTBAZIN;34560
MONTBLANC;34290
MOUREZE;34800
PEGAIROLLES DE BUEGES;34380
LA CHAPELLE BICHE;61100
CHEMILLI;61360
CISAI ST AUBIN;61230
COURGEON;61400
COURGEOUT;61560
COURTOMER;61390
CRAMENIL;61220
DAMIGNY;61250
DOMFRONT EN POIRAIE;61700
ECORCEI;61270
ECOUCHE LES VALLEES;61150
LA FERRIERE BOCHARD;61420
LA FERTE MACE;61600
FLEURE;61200
FRESNAY LE SAMSON;61120
GANDELAIN;61420
L AIGLE;61300
LA LANDE DE GOULT;61320
LANDIGOU;61100
LIGNERES;61240
LIGNOU;61220
LE MENIL DE BRIOUZE;61220
LE MENIL BROUT;61250
LE MENIL CIBOULT;61800
LES MENUS;61290
MORTAGNE AU PERCHE;61400
NECY;61160
NEUVY AU HOULME;61210
PERCHE EN NOCE;61340
NORMANDEL;61190
OCCAGNES;61200
PERVENCHERES;61360
LE PIN LA GARENNE;61400
PONTCHARDON;61120
POUVRAI;61130
RANES;61150
ROUPERROUX;61320
ST AQUILIN DE CORBION;61380
ST AUBIN DE BONNEVAL;61470
ST AUBIN DE COURTERAIE;61560
ST BOMER LES FORGES;61700
STE CERONNE LES MORTAGNE;61380
ST CLAIR DE HALOUZE;61490
ST DENIS SUR SARTHON;61420
ST FRAIMBAULT;61350
ST GEORGES DES GROSEILLERS;61100
ST GERMAIN LE VIEUX;61390
ST GERVAIS DES SABLONS;61160
ST HILAIRE LE CHATEL;61400
ST HILAIRE SUR RISLE;61270
ST LAMBERT SUR DIVE;61160
ST MARD DE RENO;61400
ST MARTIN DES LANDES;61320
ST MICHEL TUBOEUF;61300
ST OUEN DE LA COUR;61130
ST OUEN DE SECHEROUVRE;61560
ST PHILBERT SUR ORNE;61430
LE SAP ANDRE;61230
SARCEAUX;61200
TANQUES;61150
TELLIERES LE PLESSIS;61390
LES VENTES DE BOURSE;61170
LA VENTROUZE;61190
VILLEBADIN;61310
AGNIERES;62690
ALETTE;62650
ALQUINES;62850
ANNEZIN;62232
ANZIN ST AUBIN;62223
AUCHEL;62260
AUCHY LES HESDIN;62770
AUDEMBERT;62250
AUDRUICQ;62370
AUTINGUES;62610
AVION;62210
BAILLEUL AUX CORNAILLES;62127
BAILLEUL SIR BERTHOULT;62580
BAINGHEN;62850
BANCOURT;62450
BARLIN;62620
BAZINGHEN;62250
BEAULENCOURT;62450
BECOURT;62240
CHANAZ;73310
COHENNOZ;73400
CREST VOLAND;73590
LES DESERTS;73230
DETRIER;73110
LES ECHELLES;73360
ESSERTS BLAY;73540
FRANCIN;73800
FRETERIVE;73250
LA GIETTAZ;73590
JONGIEUX;73170
LANSLEVILLARD;73480
LEPIN LE LAC;73610
MERY;73420
MONTENDRY;73390
MONTHION;73200
MONTMELIAN;73800
MONTRICHER ALBANNE;73870
NOTRE DAME DES MILLIERES;73460
NOTRE DAME DU CRUET;73130
NOTRE DAME DU PRE;73600
PEISEY NANCROIX;73210
PLANAISE;73800
QUEIGE;73720
LA RAVOIRE;73490
RUFFIEUX;73310
ST ETIENNE DE CUINES;73130
ST JEAN D ARVES;73530
STE MARIE DE CUINES;73130
ST OFFENGE;73100
ST PAUL SUR ISERE;73730
ST REMY DE MAURIENNE;73660
TERMIGNON;73500
VAL D ISERE;73150
VALLOIRE;73450
VEREL DE MONTBEL;73330
LE VERNEIL;73110
VILLARD D HERY;73800
VILLARD LEGER;73390
VILLARD SALLET;73110
VILLARD SUR DORON;73270
VILLAROGER;73640
YENNE;73170
ABONDANCE;74360
ALBY SUR CHERAN;74540
ALLINGES;74200
ANNECY;74000
ARBUSIGNY;74930
BERNEX;74500
LE BIOT;74430
BOEGE;74420
LE BOUCHET;74230
BRIZON;74130
CERVENS;74550
LA CHAPELLE D ABONDANCE;74360
LA CHAPELLE ST MAURICE;74410
CHAPEIRY;74540
COLLONGES SOUS SALEVE;74160
CONTAMINE SUR ARVE;74130
COPPONEX;74350
CRUSEILLES;74350
CUVAT;74350
DEMI QUARTIER;74120
DOUVAINE;74140
ENTREMONT;74130
ESSERT ROMAND;74110
ETAUX;74800
FAUCIGNY;74130
GRANDVILLERS AUX BOIS;60190
GRANDRU;60400
GREZ;60210
GUISCARD;60640
HADANCOURT LE HAUT CLOCHER;60240
HARDIVILLERS;60120
HEMEVILLERS;60190
HENONVILLE;60119
HERCHIES;60112
HETOMESNIL;60360
JAMERICOURT;60240
LABERLIERE;60310
LABOISSIERE EN THELLE;60570
LACHAPELLE AUX POTS;60650
LACHAUSSEE DU BOIS D ECU;60480
LANNOY CUILLERE;60220
LEGLANTIERS;60420
LHERAULE;60650
LORMAISON;60110
SCEAUX DU GATINAIS;45490
SENNELY;45240
SIGLOY;45110
SOUGY;45410
SULLY SUR LOIRE;45600
TAVERS;45190
VANNES SUR COSSON;45510
VARENNES CHANGY;45290
VENNECY;45760
VIEILLES MAISONS SUR JOUDRY;45260
VIENNE EN VAL;45510
VILLAMBLAIN;45310
VILLEMANDEUR;45700
YEVRE LA VILLE;45300
ANGLARS JUILLAC;46140
ASSIER;46320
BACH;46230
LE BASTIT;46500
BEDUER;46100
BELMONT BRETENOUX;46130
BETAILLE;46110
CASSAGNES;46700
CATUS;46150
CONDAT;46110
COUZOU;46500
CREMPS;46230
CRESSENSAC;46600
DOUELLE;46140
DURBANS;46320
FAJOLES;46300
FONS;46100
GIRAC;46130
ISSENDOLUS;46500
LABASTIDE DU VERT;46150
LABURGADE;46230
LADIRAT;46400
LAGARDELLE;46220
LAMAGDELAINE;46090
LARAMIERE;46260
LASCABANES;46800
LIVERNON;46320
LOUBRESSAC;46130
LUNEGARDE;46240
MAYRINHAC LENTOUR;46500
MONTAMEL;46310
LE MONTAT;46090
MONTCUQ EN QUERCY BLANC;46800
MONTDOUMERC;46230
MONTET ET BOUXAL;46210
MONTGESTY;46150
POMAREDE;46250
REYREVIGNES;46320
RUEYRES;46120
ST BRESSOU;46120
ST CHELS;46160
ST DAUNES;46800
ST MICHEL LOUBEJOU;46130
ST VINCENT RIVE D OLT;46140
SAULIAC SUR CELE;46330
SENAILLAC LATRONQUIERE;46210
TEYSSIEU;46190
THEMINETTES;46120
MAYRAC;46200
AMBRUS;47160
ANDIRAN;47170
ARMILLAC;47800
BARBASTE;47230
BEAUZIAC;47700
BIAS;47300
BON ENCONTRE;47240
BOUDY DE BEAUREGARD;47290
BOUSSES;47420
BRAX;47310
BUZET SUR BAISE;47160
CASTILLONNES;47330
CLAIRAC;47320
CLERMONT SOUBIRAN;47270
COURBIAC;47370
CUZORN;47500
DAMAZAN;47160
DOUZAINS;47330
FARGUES SUR OURBISE;47700
FAUILLET;47400
FIEUX;47600
FOULAYRONNES;47510
FRECHOU;47600
GAUJAC;47200
GAVAUDUN;47150
GRATELOUP ST GAYRAND;47400
VIETHOREY;25340
VILLARS ST GEORGES;25410
LES VILLEDIEU;25240
VILLERS SOUS CHALAMONT;25270
VOILLANS;25110
VOIRES;25580
VOUJEAUCOURT;25420
VUILLAFANS;25840
ARPAVON;26110
AUBRES;26110
AULAN;26570
BARNAVE;26310
LA BATIE DES FONDS;26310
LA BAUME CORNILLANE;26120
BEAUMONT MONTEUX;26600
BEAURIERES;26310
BELLEGARDE EN DIOIS;26470
BONLIEU SUR ROUBION;26160
BOULC;26410
BOURDEAUX;26460
CHAMARET;26230
LA CHARCE;26470
CHATEAUNEUF SUR ISERE;26300
CHAUDEBONNE;26110
CHAUVAC LAUX MONTAUX;26510
CONDILLAC;26740
CORNILLON SUR L OULE;26510
DIE;26150
EYMEUX;26730
EYZAHUT;26160
FAY LE CLOS;26240
FELINES SUR RIMANDOULE;26160
FERRASSIERES;26570
FRANCILLON SUR ROUBION;26400
GENISSIEUX;26750
LARNAGE;26600
LENS LESTANG;26210
LESCHES EN DIOIS;26310
MALISSARD;26120
MIRABEL ET BLACONS;26400
MONTGUERS;26170
MONTMIRAL;26750
MONTOISON;26800
MONTSEGUR SUR LAUZON;26130
MONTVENDRE;26120
LA MOTTE FANJAS;26190
ORCINAS;26220
PARNANS;26750
PENNES LE SEC;26340
LA PENNE SUR L OUVEZE;26170
PEYRINS;26380
PEYRUS;26120
PIEGROS LA CLASTRE;26400
LES PILLES;26110
LE POET CELARD;26460
POMMEROL;26470
PONSAS;26240
PORTES LES VALENCE;26800
PROPIAC;26170
PUYGIRON;26160
ROCHECHINARD;26190
ROCHEFOURCHAT;26340
ROCHEGUDE;26790
ROMEYER;26150
SAHUNE;26510
ST BARTHELEMY DE VALS;26240
ST BENOIT EN DIOIS;26340
ST DIZIER EN DIOIS;26310
STE EUPHEMIE SUR OUVEZE;26170
STE JALLE;26110
ST MARTIN EN VERCORS;26420
ST MAURICE SUR EYGUES;26110
ST SAUVEUR GOUVERNET;26110
ST THOMAS EN ROYANS;26190
SEDERON;26560
SERVES SUR RHONE;26600
SUZE;26400
TAIN L HERMITAGE;26600
TERSANNE;26390
LES TONILS;26460
LES TOURRETTES;26740
VAUNAVEYS LA ROCHETTE;26400
VERCHENY;26340
ACON;27570
AMFREVILLE SOUS LES MONTS;27380
ANDE;27430
LES BARILS;27130
BEMECOURT;27160
BERENGEVILLE LA CAMPAGNE;27110
BERTHOUVILLE;27800
BERVILLE EN ROUMOIS;27520
PEZENAS;34120
PEZENES LES MINES;34600
PLAISSAN;34230
