Nom_commune;Code_postal
GREZOLLES;42260
JONZIEUX;42660
JURE;42430
LAVIEU;42560
LENTIGNY;42155
LERIGNEUX;42600
LUPE;42520
MALLEVAL;42520
MARGERIE CHANTAGRET;42560
MARINGES;42140
MAROLS;42560
MARS;42750
MONTARCHER;42380
MONTBRISON;42600
NEAUX;42470
LES NOES;42370
PAVEZIN;42410
PINAY;42590
PLANFOY;42660
PONCINS;42110
POUILLY LES NONAINS;42155
PRALONG;42600
PRECIEUX;42600
RIORGES;42153
ROISEY;42520
ST APPOLINARD;42520
ST BARTHELEMY LESTRA;42110
STE CROIX EN JAREZ;42800
ST CYR DE VALORGES;42114
STE FOY ST SULPICE;42110
ST GERMAIN LAVAL;42260
ST HILAIRE SOUS CHARLIEU;42190
ST JOSEPH;42800
ST LEGER SUR ROANNE;42155
ST MICHEL SUR RHONE;42410
ST PAUL D UZORE;42600
ST ROMAIN LA MOTTE;42640
ST THOMAS LA GARDE;42600
ST THURIN;42111
ST VINCENT DE BOISSET;42120
SORBIERS;42290
SURY LE COMTAL;42450
TARENTAISE;42660
THELIS LA COMBE;42220
UNIEUX;42240
URBISE;42310
USSON EN FOREZ;42550
VALFLEURY;42320
VERRIERES EN FOREZ;42600
VILLARS;42390
VILLEREST;42300
VIRICELLES;42140
VIRIGNEUX;42140
ALLEGRE;43270
ALLEYRAC;43150
BAS EN BASSET;43210
BELLEVUE LA MONTAGNE;43350
BERBEZIT;43160
BLASSAC;43380
BOISSET;43500
CHAMPCLAUSE;43430
CHASSIGNOLLES;43440
CHAVANIAC LAFAYETTE;43230
COLLAT;43230
CONNANGLES;43160
COUBON;43700
ESPALEM;43450
ESPALY ST MARCEL;43000
FELINES;43160
FREYCENET LA CUCHE;43150
FRUGIERES LE PIN;43230
GOUDET;43150
LAUSSONNE;43150
LAVAUDIEU;43100
MALREVERS;43800
MALVIERES;43160
MAZET ST VOY;43520
PAULHAGUET;43230
PRADELLES;43420
PRADES;43300
QUEYRIERES;43260
RAUCOULES;43290
ST ARCONS D ALLIER;43300
ST BONNET LE FROID;43290
ST DIDIER EN VELAY;43140
ST ILPIZE;43380
ST JEAN D AUBRIGOUX;43500
ST JEAN DE NAY;43320
VRAIGNES LES HORNOY;80640
WIENCOURT L EQUIPEE;80170
YAUCOURT BUSSUS;80135
ALBAN;81250
ALBINE;81240
AMARENS;81170
AUSSILLON;81200
BELLEGARDE MARSAL;81430
BERLATS;81260
BERNAC;81150
BLAYE LES MINES;81400
BOURNAZEL;81170
BRIATEXTE;81390
CADIX;81340
CAMBON;81990
CORDES SUR CIEL;81170
COURRIS;81340
CRESPINET;81350
CUQ TOULZA;81470
ESPERAUSSES;81260
FIAC;81500
FLORENTIN;81150
FRAISSINES;81340
LE FRAYSSE;81430
LABESSIERE CANDEIL;81300
LABRUGUIERE;81290
LACAUNE;81230
GUITALENS L ALBAREDE;81220
LAMILLARIE;81120
LASFAILLADES;81260
LOMBERS;81120
LOUBERS;81170
MARSSAC SUR TARN;81150
MARZENS;81500
MASSALS;81250
MAURENS SCOPONT;81470
MIRANDOL BOURGNOUNAC;81190
MONTDURAUSSE;81630
MONTELS;81140
MONTFA;81210
PALLEVILLE;81700
PAMPELONNE;81190
PAYRIN AUGMONTEL;81660
PEYREGOUX;81440
POUDIS;81700
PUECHOURSI;81470
PUYGOUZON;81990
RAYSSAC;81330
LE RIOLS;81170
ROSIERES;81400
ROUAIROUX;81240
ST BEAUZILE;81140
ST CHRISTOPHE;81190
ST GERMAIN DES PRES;81700
ST JEAN DE VALS;81210
ST MARCEL CAMPES;81170
ST SALVY DE LA BALME;81490
SAIX;81710
SAUVETERRE;81240
SOUEL;81170
TERSSAC;81150
TEULAT;81500
TONNAC;81170
VEILHES;81500
VIRAC;81640
VITERBE;81220
AUVILLAR;82340
BALIGNAC;82120
LES BARTHES;82100
BEAUPUY;82600
BRESSOLS;82710
CANALS;82170
CASTELSAGRAT;82400
CASTERA BOUZET;82120
CAUSSADE;82300
CAYRIECH;82240
ESPALAIS;82400
FAJOLLES;82210
FINHAN;82700
GENSAC;82120
GIMAT;82500
GLATENS;82500
GOLFECH;82400
LABASTIDE DU TEMPLE;82100
LABOURGADE;82100
LACHAPELLE;82120
LACOURT ST PIERRE;82290
LAVIT;82120
LEOJAC;82230
LOZE;82160
MALAUSE;82200
MANSONVILLE;82120
MARSAC;82120
MEAUZAC;82290
MIRABEL;82440
MONTAGUDET;82110
MONTALZAT;82270
FERRIERES POUSSAROU;34360
FONTANES;34270
FOUZILHON;34480
GABIAN;34320
GALARGUES;34160
GARRIGUES;34160
LAVERUNE;34880
LUNEL VIEL;34400
MAGALAS;34480
MARAUSSAN;34370
MARSILLARGUES;34590
MAS DE LONDRES;34380
MONTARNAUD;34570
MONTFERRIER SUR LEZ;34980
MONTOULIEU;34190
MURLES;34980
NEZIGNAN L EVEQUE;34120
NIZAS;34320
NOTRE DAME DE LONDRES;34380
OCTON;34800
PAILHES;34490
PARDAILHAN;34360
PEGAIROLLES DE L ESCALETTE;34700
POILHES;34310
POPIAN;34230
LE POUJOL SUR ORB;34600
PRADES SUR VERNAZOBRE;34360
PREMIAN;34390
PUILACHER;34230
PUISSALICON;34480
ROQUESSELS;34320
ROSIS;34610
ROUJAN;34320
ST BAUZILLE DE LA SYLVE;34230
ST CHRISTOL;34400
ST DREZERY;34160
ST ETIENNE D ALBAGNAN;34390
ST GUILHEM LE DESERT;34150
ST JEAN DE FOS;34150
ST JEAN DE LA BLAQUIERE;34700
ST MAURICE NAVACELLES;34190
ST NAZAIRE DE PEZAN;34400
ST PARGOIRE;34230
ST PONS DE THOMIERES;34220
ST SERIES;34400
ST VINCENT DE BARBEYRARGUES;34730
ST VINCENT D OLARGUES;34390
SALASC;34800
SAUVIAN;34410
SERIGNAN;34410
SETE;34200
SORBS;34520
SOUMONT;34700
TOURBES;34120
TRESSAN;34230
VENDARGUES;34740
VILLENEUVE LES BEZIERS;34420
ANDOUILLE NEUVILLE;35250
BAGUER MORVAN;35120
BAILLE;35460
BAIN DE BRETAGNE;35470
BAINS SUR OUST;35600
BAULON;35580
BEDEE;35137
LA BOSSE DE BRETAGNE;35320
BREAL SOUS MONTFORT;35310
BRIELLES;35370
CAMPEL;35330
LA CHAPELLE CHAUSSEE;35630
LA CHAPELLE DES FOUGERETZ;35520
LA CHAPELLE DU LOU DU LAC;35360
CHATEAUBOURG;35220
CHELUN;35640
CHERRUEIX;35120
COMBLESSAC;35330
COMBOURG;35270
CUGUEN;35270
DOMALAIN;35680
EPINIAC;35120
ETRELLES;35370
GENNES SUR SEICHE;35370
GEVEZE;35850
GUICHEN;35580
GUIGNEN;35580
LAIGNELET;35133
LANGOUET;35630
MAXENT;35380
MELESSE;35520
LA MEZIERE;35520
MINIAC MORVAN;35540
MONTAUTOUR;35210
MONTREUIL LE GAST;35520
MONTREUIL SOUS PEROUSE;35500
MOULINS;35680
MOUTIERS;35130
NOYAL SUR VILAINE;35530
PIPRIAC;35550
PLESDER;35720
PRINCE;35210
LANQUES SUR ROGNON;52800
LATRECEY ORMOY SUR AUBE;52120
LEZEVILLE;52230
MAISONCELLES;52240
MAIZIERES SUR AMANCE;52500
MANOIS;52700
MARAC;52260
MARDOR;52200
MARNAY SUR MARNE;52800
MATHONS;52300
MERREY;52240
MOESLAINS;52100
VAL DE MEUSE;52140
MORANCOURT;52110
MORIONVILLIERS;52700
MUSSEY SUR MARNE;52300
NEUILLY SUR SUIZE;52000
NEUVELLE LES VOISEY;52400
NOGENT;52800
NOIDANT LE ROCHEUX;52200
NULLY;52110
LE PAILLY;52600
PARNOY EN BASSIGNY;52400
PEIGNEY;52200
PERROGNEY LES FONTAINES;52160
POINSENOT;52160
PRASLAY;52160
RACHECOURT SUZEMONT;52130
RIAUCOURT;52000
RIMAUCOURT;52700
RIZAUCOURT BUCHEY;52330
ROCHETAILLEE;52210
ROMAIN SUR MEUSE;52150
ROUGEUX;52500
RUPT;52300
ST BLIN;52700
ST BROINGT LE BOIS;52190
ST CIERGUES;52200
ST THIEBAULT;52150
ST URBAIN MACONCOURT;52300
SERQUEUX;52400
SUZANNECOURT;52300
THILLEUX;52220
TREMILLY;52110
TROISFONTAINES LA VILLE;52130
VAILLANT;52160
VALLEROY;52500
VAUX SUR BLAISE;52130
VECQUEVILLE;52300
VERSEILLES LE BAS;52250
VESAIGNES SOUS LAFAUCHE;52700
VESAIGNES SUR MARNE;52800
VILLEGUSIEN LE LAC;52190
VILLIERS EN LIEU;52100
VILLIERS LE SEC;52000
VIVEY;52160
VONCOURT;52500
AMBRIERES LES VALLEES;53300
AVERTON;53700
BLANDOUET;53270
BRECE;53120
LE BURET;53170
CHALONS DU MAINE;53470
CHAMPFREMONT;53370
LA CHAPELLE CRAONNAISE;53230
CHEMAZE;53200
CHEVAIGNE DU MAINE;53250
CONTEST;53100
COSSE LE VIVIEN;53230
LA CROPTE;53170
DAON;53200
DESERTINES;53190
EPINEUX LE SEGUIN;53340
EVRON;53600
FORCE;53260
LE GENEST ST ISLE;53940
GENNES SUR GLAIZE;53200
GORRON;53120
LA GRAVELLE;53410
GRAZAY;53440
LE HORPS;53640
IZE;53160
JAVRON LES CHAPELLES;53250
JUVIGNE;53380
LANDIVY;53190
LAUBRIERES;53540
LIGNIERES ORGERES;53140
MAISONCELLES DU MAINE;53170
MARCILLE LA VILLE;53440
MONTREUIL POULAY;53640
MOULAY;53100
LE PAS;53300
POMMERIEUX;53400
PORT BRILLET;53410
BOUILLY EN GATINAIS;45300
BOUZONVILLE AUX BOIS;45300
BUCY LE ROI;45410
BUCY ST LIPHARD;45140
CEPOY;45120
CERNOY EN BERRY;45360
CESARVILLE DOSSAINVILLE;45300
CHALETTE SUR LOING;45120
CHAMBON LA FORET;45340
CHAMPOULET;45420
CHANTECOQ;45320
LA CHAPELLE ST MESMIN;45380
CHAPELON;45270
LE CHARME;45230
CHATEAUNEUF SUR LOIRE;45110
CHATENOY;45260
CHATILLON COLIGNY;45230
CHATILLON LE ROI;45480
CHEVILLY;45520
CORTRAT;45700
COURTEMAUX;45320
DONNERY;45450
DRY;45370
ECHILLEUSES;45390
ERCEVILLE;45480
LA FERTE ST AUBIN;45240
FLEURY LES AUBRAIS;45400
FONTENAY SUR LOING;45210
GEMIGNY;45310
GIEN;45500
GIROLLES;45120
GIVRAINES;45300
GUIGNEVILLE;45300
GY LES NONAINS;45220
LE MALESHERBOIS;45330
MARDIE;45430
MEZIERES EN GATINAIS;45270
MONTEREAU;45260
MONTIGNY;45170
NEVOY;45500
ONDREVILLE SUR ESSONNE;45390
ORLEANS;45100
OUSSON SUR LOIRE;45250
OUZOUER DES CHAMPS;45290
OUZOUER SOUS BELLEGARDE;45270
PANNECIERES;45300
PANNES;45700
PITHIVIERS;45300
PREFONTAINES;45490
PRESNOY;45260
QUIERS SUR BEZONDE;45270
RAMOULU;45300
ST AIGNAN LE JAILLARD;45600
ST FIRMIN DES BOIS;45220
ST FLORENT;45600
ST HILAIRE LES ANDRESIS;45320
ST HILAIRE ST MESMIN;45160
ST JEAN DE BRAYE;45800
ST JEAN DE LA RUELLE;45140
ST JEAN LE BLANC;45650
ST PERE SUR LOIRE;45600
SERMAISES;45300
SOLTERRE;45700
SULLY LA CHAPELLE;45450
THIMORY;45260
THORAILLES;45210
TIGY;45510
VIGLAIN;45600
VILLEMURLIN;45600
ALVIGNAC;46500
ANGLARS NOZAC;46300
BEAUREGARD;46260
BELFORT DU QUERCY;46230
BELMONT STE FOI;46230
BOISSIERES;46150
LE BOULVE;46800
LE BOUYSSOU;46120
BRETENOUX;46130
CABRERETS;46330
CADRIEU;46160
CAILLAC;46140
CALAMANE;46150
CAMBOULIT;46100
CAMBURAT;46100
CARDAILLAC;46100
CARNAC ROUFFIAC;46140
CASTELNAU MONTRATIER;46170
CAVAGNAC;46110
CIEURAC;46230
CONCOTS;46260
CREGOLS;46330
ESCLAUZELS;46090
ST PAUL FLAUGNAC;46170
FRAYSSINET;46310
FRONTENAC;46160
GOURDON;46300
GRAMAT;46500
GREZES;46320
ISSEPTS;46320
COEUR DE CAUSSE;46240
ST JULIEN DU PINET;43200
ST LAURENT CHABREUGES;43100
ST PAL DE SENOUIRE;43160
ST PAUL DE TARTAS;43420
ST PRIVAT DU DRAGON;43380
STE SIGOLENE;43600
SALETTES;43150
SEMBADEL;43160
SENEUJOLS;43510
TENCE;43190
VALS PRES LE PUY;43750
VERGEZAC;43320
VERNASSAL;43270
LE VERNET;43320
VEZEZOUX;43390
VIELPRAT;43490
AIGREFEUILLE SUR MAINE;44140
ASSERAC;44410
AVESSAC;44460
BOUAYE;44830
BRAINS;44830
CAMPBON;44750
CARQUEFOU;44470
CHEIX EN RETZ;44640
CONQUEREUIL;44290
COUERON;44220
LE CROISIC;44490
FERCE;44660
LE GAVRE;44130
GRAND AUVERNE;44520
GUEMENE PENFAO;44290
HERBIGNAC;44410
ISSE;44520
JOUE SUR ERDRE;44440
LEGE;44650
LIGNE;44850
MARSAC SUR DON;44170
MONTRELAIS;44370
MOUZEIL;44850
NOTRE DAME DES LANDES;44130
ORVAULT;44700
OUDON;44521
PIRIAC SUR MER;44420
LA PLAINE SUR MER;44770
PLESSE;44630
PONT ST MARTIN;44860
PORNICHET;44380
QUILLY;44750
REZE;44400
SAFFRE;44390
STE ANNE SUR BRIVET;44160
ST COLOMBAN;44310
ST GILDAS DES BOIS;44530
ST HILAIRE DE CLISSON;44190
ST JEAN DE BOISEAU;44640
ST JULIEN DE CONCELLES;44450
ST NICOLAS DE REDON;44460
ST PHILBERT DE GRAND LIEU;44310
ST SULPICE DES LANDES;44540
LES SORINIERES;44840
SUCE SUR ERDRE;44240
TEILLE;44440
LES TOUCHES;44390
TRANS SUR ERDRE;44440
TREILLIERES;44119
VAY;44170
ATTRAY;45170
AUDEVILLE;45300
AUTRY LE CHATEL;45500
BACCON;45130
BARVILLE EN GATINAIS;45340
BATILLY EN GATINAIS;45340
BEAUCHAMPS SUR HUILLARD;45270
BOIGNY SUR BIONNE;45760
BOISMORAND;45290
BRIARRES SUR ESSONNE;45390
LA CHAPELLE ST SEPULCRE;45210
LA CHAPELLE SUR AVEYRON;45230
CHATEAU RENARD;45220
CHEVRY SOUS LE BIGNON;45210
LES CHOUX;45290
CLERY ST ANDRE;45370
COINCES;45310
COMBLEUX;45800
LA COUR MARIGNY;45260
COURTEMPIERRE;45490
COURTENAY;45320
CROTTES EN PITHIVERAIS;45170
DAMMARIE EN PUISAYE;45420
DAMMARIE SUR LOING;45230
DORDIVES;45680
DOUCHY MONTCORBON;45220
EGRY;45340
EPIEDS EN BEAUCE;45130
FERRIERES EN GATINAIS;45210
FOUCHEROLLES;45320
MONTAUBAN;82000
MONTEILS;82300
MONTJOI;82400
NEGREPELISSE;82800
PUYLAGARDE;82160
ST ANTONIN NOBLE VAL;82140
ST CLAIR;82400
ST NICOLAS DE LA GRAVE;82210
ST PAUL D ESPIS;82400
ST PROJET;82160
SISTELS;82340
VALEILLES;82150
VERFEIL;82330
BAGNOLS EN FORET;83600
BANDOL;83150
CAMPS LA SOURCE;83170
LE CANNET DES MAURES;83340
CARNOULES;83660
LE CASTELLET;83330
CHATEAUDOUBLE;83300
CLAVIERS;83830
CORRENS;83570
LA CRAU;83260
CUERS;83390
FORCALQUEIRET;83136
FREJUS;83600
GINASSERVIS;83560
HYERES;83400
MOISSAC BELLEVUE;83630
MONTAUROUX;83440
PIGNANS;83790
PONTEVES;83670
PUGET VILLE;83390
LE REVEST LES EAUX;83200
RIANS;83560
RIBOUX;13780
ST CYR SUR MER;83270
ST PAUL EN FORET;83440
ST RAPHAEL;83530
ST TROPEZ;83990
ST ZACHARIE;83640
SANARY SUR MER;83110
SILLANS LA CASCADE;83690
SOLLIES VILLE;83210
TANNERON;83440
TOURRETTES;83440
VARAGES;83670
LA VERDIERE;83560
ST MANDRIER SUR MER;83430
ALTHEN DES PALUDS;84210
APT;84400
LA BASTIDONNE;84120
BEDARRIDES;84370
BEDOIN;84410
BONNIEUX;84480
CHATEAUNEUF DU PAPE;84230
CRILLON LE BRAVE;84410
FLASSAN;84410
GRILLON;84600
L ISLE SUR LA SORGUE;84800
LAGARDE D APT;84400
LAGARDE PAREOL;84290
MALAUCENE;84340
MALEMORT DU COMTAT;84570
METHAMIS;84570
MODENE;84330
MORIERES LES AVIGNON;84310
PERNES LES FONTAINES;84210
PEYPIN D AIGUES;84240
LE PONTET;84130
SABLET;84110
ST HIPPOLYTE LE GRAVEYRON;84330
SARRIANS;84260
SAUMANE DE VAUCLUSE;84800
SEGURET;84110
SIVERGUES;84400
SUZETTE;84190
VELLERON;84740
VITROLLES EN LUBERON;84240
L AIGUILLON SUR MER;85460
AUBIGNY LES CLOUZEAUX;85430
AUZAY;85200
AVRILLE;85440
BARBATRE;85630
BELLEVIGNY;85170
BOURNEAU;85200
LA CAILLERE ST HILAIRE;85410
CEZAIS;85410
CHAILLE LES MARAIS;85450
LA CHAIZE LE VICOMTE;85310
CHALLANS;85300
CHAMPAGNE LES MARAIS;85450
CHATEAUNEUF;85710
CHAUCHE;85140
COEX;85220
LA COPECHAGNIERE;85260
CURZON;85540
LES EPESSES;85590
QUEBRIAC;35190
REDON;35600
RENAC;35660
ROZ LANDRIEUX;35120
ST ARMEL;35230
ST AUBIN D AUBIGNE;35250
ST BRIEUC DES IFFS;35630
ST GANTON;35550
ST GEORGES DE REINTEMBAULT;35420
ST JEAN SUR VILAINE;35220
ST LUNAIRE;35800
ST MALO;35400
ST MALO DE PHILY;35480
ST MARC LE BLANC;35460
ST PERN;35190
ST REMY DU PLAIN;35560
ST SEGLIN;35330
ST THURIAL;35310
ST UNIAC;35360
SENS DE BRETAGNE;35490
TALENSAC;35160
TREMEHEUC;35270
TRESSE;35720
VAL D IZE;35450
VENDEL;35140
VITRE;35500
LE TRONCHET;35540
ARTHON;36330
AZAY LE FERRON;36290
BAZAIGES;36270
BRIVES;36100
CHAILLAC;36310
CHATEAUROUX;36000
LA CHATRE LANGLIN;36170
CLION;36700
COINGS;36130
CONCREMIERS;36300
DIOU;36260
DUNET;36310
LIZERAY;36100
LUZERET;36800
LYS ST GEORGES;36230
MERS SUR INDRE;36230
MEUNET PLANCHES;36100
MEUNET SUR VATAN;36150
MIGNE;36800
NEONS SUR CREUSE;36220
NEUVY PAILLOUX;36100
NOHANT VIC;36400
PAUDY;36260
PRISSAC;36370
PRUNIERS;36120
RIVARENNES;36800
SACIERGES ST MARTIN;36170
ST AUBIN;36100
ST CHRISTOPHE EN BAZELLE;36210
ST CHRISTOPHE EN BOUCHERIE;36400
ST GENOU;36500
ST GEORGES SUR ARNON;36100
STE LIZAIGNE;36260
ST MARCEL;36200
THENAY;36800
THIZAY;36100
VAL FOUZON;36210
VICQ SUR NAHON;36600
VILLEDIEU SUR INDRE;36320
VINEUIL;36110
ABILLY;37160
ATHEE SUR CHER;37270
AVOINE;37420
BRIZAY;37220
CERE LA RONDE;37460
CHANCEAUX SUR CHOISILLE;37390
CHANNAY SUR LATHAN;37330
CHARENTILLY;37390
CHARGE;37530
CHATEAU RENAULT;37110
CHEILLE;37190
CHEMILLE SUR INDROIS;37460
CHINON;37500
CINQ MARS LA PILE;37130
CONTINVOIR;37340
CRAVANT LES COTEAUX;37500
CRISSAY SUR MANSE;37220
DRUYE;37190
LES ESSARDS;37130
FONDETTES;37230
GIZEUX;37340
LEMERE;37120
LERNE;37500
MAILLE;37800
MARCE SUR ESVES;37160
MAZIERES DE TOURAINE;37130
MONTLOUIS SUR LOIRE;37270
NOTRE DAME D OE;37390
NOUZILLY;37380
ORBIGNY;37460
PRE EN PAIL ST SAMSON;53140
QUELAINES ST GAULT;53360
SACE;53470
ST CHARLES LA FORET;53170
ST ERBLON;53390
ST JULIEN DU TERROUX;53110
ST MARTIN DE CONNEE;53160
ST SULPICE;53360
ST THOMAS DE COURCERIERS;53160
SENONNES;53390
TORCE VIVIERS EN CHARNIE;53270
VILLAINES LA JUHEL;53700
VILLEPAIL;53250
VOUTRE;53600
AFFLEVILLE;54800
ALLAMPS;54112
AMENONCOURT;54450
ANDILLY;54200
ARMAUCOURT;54760
ART SUR MEURTHE;54510
AUBOUE;54580
AUDUN LE ROMAN;54560
AUTREPIERRE;54450
AUTREVILLE SUR MOSELLE;54380
AVILLERS;54490
AVRAINVILLE;54385
AZERAILLES;54122
BADONVILLER;54540
BAGNEUX;54170
LES BAROCHES;54150
BAYON;54290
BELLEAU;54610
BERTRICHAMPS;54120
BEUVEZIN;54115
BONVILLER;54300
BOUXIERES AUX CHENES;54770
BRAINVILLE;54800
BRIEY;54150
BROUVILLE;54120
BRUVILLE;54800
CEINTREY;54134
CHAMPEY SUR MOSELLE;54700
CHENEVIERES;54122
CHENICOURT;54610
CLEREY SUR BRENON;54330
CONS LA GRANDVILLE;54870
COSNES ET ROMAIN;54400
COURBESSEAUX;54110
CRION;54300
CUSTINES;54670
DOLCOURT;54170
DOMEVRE EN HAYE;54385
DOMMARTIN LES TOUL;54200
DOMMARTIN SOUS AMANCE;54770
DOMPRIX;54490
DOMPTAIL EN L AIR;54290
DROUVILLE;54370
ECROUVES;54200
EINVILLE AU JARD;54370
ESSEY LES NANCY;54270
EUVEZIN;54470
FEY EN HAYE;54470
FONTENOY SUR MOSELLE;54840
FORCELLES ST GORGON;54330
FROLOIS;54160
GERMINY;54170
GIBEAUMEIX;54112
GIRAUMONT;54780
GORCY;54730
GRAND FAILLY;54260
HAGEVILLE;54470
HARAUCOURT;54110
HATRIZE;54800
HEILLECOURT;54180
HERSERANGE;54440
HOMECOURT;54310
HOUDEMONT;54180
HOUDREVILLE;54330
JEZAINVILLE;54700
JOUAVILLE;54800
LAIX;54720
LANEUVEVILLE DEVANT NANCY;54410
LANTEFONTAINE;54150
LAXOU;54520
LEXY;54720
LIMEY REMENAUVILLE;54470
LIRONVILLE;54470
LONGUYON;54260
MAILLY SUR SEILLE;54610
MALAVILLERS;54560
MALZEVILLE;54220
MANCE;54150
MERCY LE HAUT;54560
MERVILLER;54120
MOINEVILLE;54580
MONCEL LES LUNEVILLE;54300
LACAPELLE MARIVAL;46120
LARNAGOL;46160
LATOUILLE LENTILLAC;46400
LAUZES;46360
LAVERGNE;46500
LENTILLAC DU CAUSSE;46330
LHOSPITALET;46170
LISSAC ET MOURET;46100
LUGAGNAC;46260
LUZECH;46140
MIERS;46500
NADILLAC;46360
PEYRILLES;46310
PONTCIRQ;46150
PUYJOURDES;46260
LE ROC;46200
RUDELLE;46120
ST CHAMARAND;46310
ST CIRQ MADELON;46300
ST CIRQ SOUILLAGUET;46300
ST CYPRIEN;46800
ST GERMAIN DU BEL AIR;46310
ST LAURENT LES TOURS;46400
ST MARTIN LABOUVAL;46330
ST MARTIN LE REDON;46700
ST MATRE;46800
ST PANTALEON;46800
SALVIAC;46340
SENAILLAC LAUZES;46360
SOULOMES;46240
TAURIAC;46130
THEGRA;46500
TOUZAC;46700
UZECH;46310
VALROUFIE;46090
VARAIRE;46260
VIDAILLAC;46260
AGNAC;47800
ALLONS;47420
BAJAMONT;47480
BEAUGAS;47290
BIRAC SUR TREC;47200
BOUGLON;47250
CASTELLA;47340
CASTELMORON SUR LOT;47260
CAUDECOSTE;47220
COLAYRAC ST CIRQ;47450
CONDEZAYGUES;47500
LA CROIX BLANCHE;47340
DOLMAYRAC;47110
DURAS;47120
ESPIENS;47600
FALS;47220
FOURQUES SUR GARONNE;47200
FRANCESCAS;47600
FRESPECH;47140
GALAPIAN;47190
GRAYSSAS;47270
GREZET CAVAGNAN;47250
LACEPEDE;47360
LAFITTE SUR LOT;47320
LAFOX;47240
LAGUPIE;47180
LAMONTJOIE;47310
LANNES;47170
LAUSSOU;47150
LAUZUN;47410
LOUGRATTE;47290
MEZIN;47170
MOIRAX;47310
MONTIGNAC DE LAUZUN;47800
PAILLOLES;47440
POMPIEY;47230
PUYMICLAN;47350
PUYMIROL;47270
RAYET;47210
REAUP LISSE;47170
ROUMAGNE;47800
ST ANTOINE DE FICALBA;47340
ST ASTIER;47120
ST BARTHELEMY D AGENAIS;47350
STE COLOMBE DE VILLENEUVE;47300
ST ETIENNE DE FOUGERES;47380
ST EUTROPE DE BORN;47210
ST FRONT SUR LEMANCE;47500
ST LEGER;47160
ST LEON;47160
STE LIVRADE SUR LOT;47110
STE MARTHE;47430
ST PARDOUX DU BREUIL;47200
ST QUENTIN DU DROPT;47330
ST ROBERT;47340
ST SALVY;47360
SAUMEJAN;47420
LA SAUVETAT SUR LEDE;47150
THEZAC;47370
TOURNON D AGENAIS;47370
GAUBERTIN;45340
GIDY;45520
GONDREVILLE;45490
GRANGERMONT;45390
GRISELLES;45210
LADON;45270
LEOUVILLE;45480
LOURY;45470
LOUZOUER;45210
MARCILLY EN VILLETTE;45240
MARIGNY LES USAGES;45760
MARSAINVILLIERS;45300
MELLEROY;45220
MIGNERETTE;45490
MONTBARROIS;45340
MONTBOUY;45230
MORVILLE EN BEAUCE;45300
MOULON;45270
NEUVY EN SULLIAS;45510
NIBELLE;45340
NOGENT SUR VERNISSON;45290
OISON;45170
PRESSIGNY LES PINS;45290
REBRECHIEN;45470
ROUVRAY STE CROIX;45310
ROZOY LE VIEIL;45210
RUAN;45410
STE GENEVIEVE DES BOIS;45230
ST LYE LA FORET;45170
ST MARTIN D ABBAT;45110
ST MARTIN SUR OCRE;45500
ST MAURICE SUR AVEYRON;45230
ST MICHEL;45340
SANDILLON;45640
SURY AUX BOIS;45530
TIVERNON;45170
TOURNOISIS;45310
VILLENEUVE SUR CONIE;45310
VILLORCEAU;45190
VRIGNY;45300
ALBAS;46140
ARCAMBAL;46090
AUJOLS;46090
BELAYE;46140
BIO;46500
BOUZIES;46330
CAHORS;46000
CAMBAYRAC;46140
CAMBES;46100
CARAYAC;46160
CAZALS;46250
CENEVIERES;46330
CONCORES;46310
COURS;46090
CREYSSE;46600
CUZANCE;46600
ESPEYROUX;46120
FAYCELLES;46100
FIGEAC;46100
FOURMAGNAC;46100
GAGNAC SUR CERE;46130
GIGOUZAC;46150
GINTRAC;46130
GORSES;46210
LES JUNIES;46150
LABASTIDE DU HAUT MONT;46210
LABATHUDE;46120
LACHAPELLE AUZAC;46200
LALBENQUE;46230
LATRONQUIERE;46210
LIMOGNE EN QUERCY;46260
LOUPIAC;46350
LUNAN;46100
MARCILHAC SUR CELE;46160
MERCUES;46090
MONTCLERA;46250
MONTFAUCON;46240
MONTREDON;46270
ORNIAC;46330
PADIRAC;46500
PAYRAC;46350
PAYRIGNAC;46300
PINSAC;46200
PLANIOLES;46100
PRAYSSAC;46220
PRUDHOMAT;46130
PUY L EVEQUE;46700
LES QUATRE ROUTES DU LOT;46110
SAIGNES;46500
ST CIRQ LAPOPIE;46330
ST DENIS LES MARTEL;46600
ST FELIX;46100
ST JEAN MIRABEL;46270
ST MAURICE EN QUERCY;46120
L EPINE;85740
FAYMOREAU;85240
FOUGERE;85480
LA GAUBRETIERE;85130
L ILE D ELLE;85770
LA JONCHERE;85540
LE LANGON;85370
LES MAGNILS REIGNIERS;85400
LE MAZEAU;85420
MONSIREIGNE;85110
MONTAIGU;85600
MOREILLES;85450
MOUILLERON ST GERMAIN;85390
NESMY;85310
NIEUL SUR L AUTISE;85240
L ORBRIE;85200
LE PERRIER;85300
PISSOTTE;85200
LE POIRE SUR VIE;85170
PUYRAVAULT;85450
ROCHETREJOUX;85510
ST ANDRE GOULE D OIE;85250
ST CHRISTOPHE DU LIGNERON;85670
ST CYR EN TALMONDAIS;85540
ST HILAIRE DE LOULAY;85600
ST HILAIRE DE VOUST;85120
ST HILAIRE LA FORET;85440
ST MALO DU BOIS;85590
ST MARTIN DES TILLEULS;85130
ST PAUL EN PAREDS;85500
